0.5500000,0.4000000,0.0900000,0.0381000,6.1200000,0.0123000,2.0000000,25.0000000,1050.0000000,0.7000000,0.0000000,1.0000000
0.5500000,0.4000000,0.0900000,0.0381000,6.1200000,0.0123000,2.0000000,25.0000000,1050.0000000,0.7000000,0.0320500,1.0111332
0.5500000,0.4000000,0.0900000,0.0381000,6.1200000,0.0123000,2.0000000,25.0000000,1050.0000000,0.7000000,0.0854800,1.0141512
0.5500000,0.4000000,0.0900000,0.0381000,6.1200000,0.0123000,2.0000000,25.0000000,1050.0000000,0.7000000,0.1218000,1.0225684
0.5500000,0.4000000,0.0900000,0.0381000,6.1200000,0.0123000,2.0000000,25.0000000,1050.0000000,0.7000000,0.1698700,1.0420198
0.5500000,0.4000000,0.0900000,0.0381000,6.1200000,0.0123000,2.0000000,25.0000000,1050.0000000,0.7000000,0.2777800,1.0617789
0.5500000,0.4000000,0.0900000,0.0381000,6.1200000,0.0123000,2.0000000,25.0000000,1050.0000000,0.7000000,0.3322500,1.0840067
0.5500000,0.4000000,0.0900000,0.0381000,6.1200000,0.0123000,2.0000000,25.0000000,1050.0000000,0.7000000,0.4006200,1.1063060
0.5500000,0.4000000,0.0900000,0.0381000,6.1200000,0.0123000,2.0000000,25.0000000,1050.0000000,0.7000000,0.4636600,1.1093735
0.5500000,0.4000000,0.0900000,0.0381000,6.1200000,0.0123000,2.0000000,25.0000000,1050.0000000,0.7000000,0.5031900,1.1178071
0.5500000,0.4000000,0.0900000,0.0381000,6.1200000,0.0123000,2.0000000,25.0000000,1050.0000000,0.7000000,0.5469800,1.1344932
0.5500000,0.4000000,0.0900000,0.0381000,6.1200000,0.0123000,2.0000000,25.0000000,1050.0000000,0.7000000,0.5854400,1.1456648
0.5500000,0.4000000,0.0900000,0.0381000,6.1200000,0.0123000,2.0000000,25.0000000,1050.0000000,0.7000000,0.6303200,1.1486389
0.5500000,0.4000000,0.0900000,0.0381000,6.1200000,0.0123000,2.0000000,25.0000000,1050.0000000,0.7000000,0.6719900,1.1543401
0.5500000,0.4000000,0.0900000,0.0381000,6.1200000,0.0123000,2.0000000,25.0000000,1050.0000000,0.7000000,0.7147200,1.1627902
0.5500000,0.4000000,0.0900000,0.0381000,6.1200000,0.0123000,2.0000000,25.0000000,1050.0000000,0.7000000,0.7553300,1.1657423
0.5500000,0.4000000,0.0900000,0.0381000,6.1200000,0.0123000,2.0000000,25.0000000,1050.0000000,0.7000000,0.8108900,1.1742584
0.5500000,0.4000000,0.0900000,0.0381000,6.1200000,0.0123000,2.0000000,25.0000000,1050.0000000,0.7000000,0.8621800,1.1772655
